TRACKER,MADE A COPY TO SERVE AS A CHECK LIST [COPY AS OF 10/03/2023 10:11AM,,,,,,,,,,,
Not Done - 2,Cells for questions that are still incomplete are shaded red.,,Make sure to apply corrections from this checklist before applying corrections from other checklists!                           ,,,,,,,,,
Done - 441,,,,,,,,,,,,
No Key - 31,,,,,,,,,,,,
Status,Location in Database,,Item #,Statement Type (Question/Reply),English,Filipino,,,Cebuano,Actual in the DB,Cebuano (fill in the blanks),firestore document name
Done,,bowels-stomach,98,Question,,Dumudumi ka ba araw-araw?,,Nagagawa mo bang dumumi araw-araw?,Malibang baka kada adlaw?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Hindi sigurado","1. Oo
2. Dili
3. Wala ko kahibalo",,,
Done,,boweltimes-stomach,99,Question,,Ilang beses ka nagdumi?,,Ilang beses kang dumudumi sa loob ng isang linggo?,Kapila ka malibang sulod sa usa ka semana?,,,
Done,,,,Reply,,"1. 0
2. 1 - 3
3. 4 - 6
4. Higit sa 7
5. Hindi ko alam",,"1. 0
2. 1 - 3 beses
3. 4 - 6 beses
4. sobra sa 7 beses
5. Hindi sigurado","1. 0
2. ka 1 hangtod 3 
3. ka 4 hangtod 6 
4. lapas ka 7
5. Wala ko kahibalo",,,
Done,,"boweltimesdaily-
stomach",100,Question,,Ilang beses ka dumudumi sa isang araw?,,Ilang beses kang dumudumi sa loob ng isang araw?,Kapila ka malibang sulod sa usa ka adlaw?,,,
Done,,,,Reply,,"1. 1 to 3
2. 4 to 7
3. 8 pataas
4. 0
5. Hindi ko alam",,"1. 0
2. 1-3 beses 
3. 4-6 beses
4. sobra s 7 beses
5. Hindi sigurado","1. 0
2. ka 1 hangtod 3 
3. ka 4 hangtod 6 
4. lapas ka 7
5. Wala ko kahibalo",,,
Done,,causes-stomach,101,Question,,Bakit sumakit ang tiyan mo?,,Bakit masakit ang tiyan mo?,Nganong nagsakit ang imong tiyan?,,,
Done,,,,Reply,,"1. Dahil sa trauma
2. Dahil sa pagkain
3. Dahil sa gamot
4. Dahil sa mga fluids
5. Dysmenorrhea
6. Hindi ko alam",,"1. nabunggo/ tumama sa isang bagay
2. dahil sa kinain 
3. dahil sa gamot
4. dahil sa ininom
5. dahil sa dating sakit
6. Hindi alam/ hindi sigurado","1. napakong o naigo ug butang
2. tungod sa akong nakaon
3. tungod sa tambal
4. tungod sa giinum
5. tungod sa daan na nga gipamati
6. wala ko kahibalo",,,
Done,,checkup-stomach,102,Question,,Napatingin mo ba ito sa iyong doktor?,,Nagpatingin ka na ba sa doktor?,Nagtan aw baka sa doctor?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Hindi alam","1. Oo
2. Wala
3. Wala ko kahibalo",,,
Done,,chills-stomach,103,Question,,Nanlamig ka ba?,,Nanlamig ka ba habang masakit ang tiyan mo?,Namugnaw baka pagsakit sa imong tiyan?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Hindi sigurado","1. Oo
2. Wala
3. Mura",,,
Done,,constipation-stomach,104,Question,,Na-constipate ka ba?,,Nahihirapan ka bang dumumi?,Naglisod baka ug kalibang?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Medyo","1. Oo
2. Dili
3. Medyo",,,
Done,,dehydrate-stomach,105,Question,,Na-dehydrate ka ba?,,Pakiramdam mo ba nanunuyo ang lalamunan o sobra kang nauuhaw?,Sa imong pamati niuga ba imong tutunlan o giuhaw ka ug pag ayo?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Medyo","1. Oo
2. Dili
3. Medyo",,,
Done,,diarrhea-stomach,106,Question,,Nagka-diarrhea ka ba?,,Sobra bang malambot o parang tubig ang dumi mo?,Sobra ba kahumok o basa ang imong tae?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Medyo","1. Oo
2. Dili
3. Medyo",,,
Done,,"diffsmellortaste-
stomach",107,Question,,May kakaiba ka bang nalasahan o naamoy sa pagkaing ito?,,Napansin mo ba kung may kakaiba sa panlasa o pang-amoy mo?,Napansin ba nimo na naay pag usab sa imong panglasa o panimaho?,,,
Done,,,,Reply,,"1. Meron
2. Wala
3. Hindi ko alam",,"1. Oo, meron.
2. Wala
3. Medyo","1. Oo, naa.
2. Wala
3. Medyo",,,
Done,,drinkwater-stomach,108,Question,,Ilang basong tubig ang iniinom mo sa isang araw?,,"Ilang baso ng tubig ang nauubos mo sa loob ng isang araw? Hindi kasama ang juice, softdirinks, at iba pang inuming may kulay.","Pila ka baso nga tubig ang mahurot nimo sa sulod sa usa ka adlaw?Walay labot ang juice, softdrinks ug uban pang ilimnon na aduna kolor.",,,
Done,,,,Reply,,"1. 1 to 3
2. 4 to 7
3. 8 pataas
4. 0
5. Hindi ko alam",,"1. 1 - 3 baso
2. 4 - 7 baso
3. 8 baso 
4. sobra sa 8 baso 
5. Hindi sigurado","1. 1 hangtod sa 3 ka baso
2. 4 hangtod sa 7 ka baso
3. 8 ka baso 
4. sobra sa 8 baso 
5. Wala ko kahibalo",,,
Done,,duration-stomach,109,Question,,Gaano katagal na sumakit ang iyong tiyan?,,Gaano katagal nang masakit ang tiyan mo?,Unsa kadugay ng gasakit ang imong tyan?,,,
Done,,,,Reply,,"1. Ilang minuto lang
2. Ilang oras lang
3. Ilang araw lang
4. Higit sa isang linggo
5. Hindi ko alam",,"1. Ilang minuto 
2. Ilang oras na
3. Ilang araw na
4. Higit isang linggo na
5. Hindi sigurado","1. pila na ka minuto 
2. pila na ka oras
3. pila na ka adlaw
4. Lapas na sa usa ka semana
5. Wala ko kahibalo",,,
Done,,exercisereg-stomach,110,Question,,Palagi ka bang nag-eehersisyo?,,Madalas ka bang mag-ehersisyo?,Permi baka mag exercise?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Minsan
4. Hindi ko maalala",,"1. Oo
2. Hindi
3. Minsan
4. Hindi matandaan","1. Oo
2. Dili
3. Usahay
4. Wala nako nakahinumdum",,,
Done,,has-stomachpain,111,Question,,Sumakit ba ang iyong tiyan?,,Masakit ba ang tiyan mo?,Nagsakit ba ang imong tiyan?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Minsan
4. Hindi ko maalala",,"1. Oo
2. Hindi
3. Medyo
4. Hindi sigurado","1. Oo
2. Wala
3. Medyo
4. Wala ko kahibalo",,,
Done,,highfiber-stomach,112,Question,,"Kumakain ka ba ng pagkain na mataas sa fiber tulad ng beans, brown rice, whole wheat bread, pasta o mani?",,Madalas ka bang kumain ng mga gulay at prutas?,Permi bakang mokaon ug mga otanon ug prutas?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Minsan
4. Hindi ko maalala",,"1. Oo
2. Hindi
3. Minsan
4. Hindi sigurado","1. Oo
2. Dili
3. Usahay
4. Wala nako nakahinumdum",,,
Done,,ironsupp-stomach,113,Question,,Nag-tatake ka ba ng iron supplements?,,Umiinom ka ba ng tabletang Iron para tulungang maging malusog ang katawan mo?,Moinum baka ug iron nga bitamina para makatabang pahimsog sa imong lawas?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Minsan
4. Hindi ko maalala",,"1. Oo
2. Hindi
3. Minsan
4. Hindi alam","1. Oo
2. Dili
3. Usahay
4. Wala ko kahibalo",,,
Done,,lastdefecate-stomach,114,Question,,Kailan ka huling dumumi?,,Kailan ka huling dumumi?,Kanus a ka katapusang nalibang?,,,
Done,,,,Reply,,"1. Kanina/Ngayon lang
2. Kahapon
3. 2 - 4 na araw lumipas
4. 5 - 7 na araw lumipas
5. Higit sa 1 linggo
6. Hindi ko maalala",,"1. Kanina lang
2. Kahapon pa
3. Nakaraang 2 - 4 araw 
4. Nakaraang 5 - 7  araw 
5. Higit isang linggo na
6. Hindi matandaan","1. Ganina lang
2. Gahapon pa
3. 2 - 4 ka adlaw na ang milabay 
4. 5 - 7 ka adlaw na ang milabay
5. Lapas na sa usa ka semana
6. Wala nako nakahinumdum",,,
Done,,lasteaten-stomach,115,Question,,Ano ang huling mong kinain na dahilan ng iyong sakit sa tiyan?,,Ano ang huli mong kinain nang sumakit ang tiyan mo?,Unsa ang imong katapusang gikaon sa wala pa nisakit ang imong tiyan?,,,
Done,,,,Reply,,"1. Pasta/spaghetti
2. Gulay
3. Manok, baboy o baka
4. Sabaw
5. Tinapay/pandesal
6. Ice cream/yogurt
7. Kape/tsaa
8. Softdrinks
9. Tubig
10. Hindi ko maalala",,"1. Spaghetti
2. Gulay
3. Manok/ baboy/ baka
4. Isda
5. Tinapay/ biskwit 
6. Ice cream/ yogurt/ milk tea
7. Softdrinks/ kape/ tsaa/ salabat
8. Tubig
9.  Iba pa _______
10. Hindi matandaan","1. Spaghetti
2. Otanon
3. Manok/ baboy/ baka
4. Isda
5. Pan/ biskwit 
6. Ice cream/ yogurt/ milk tea
7. Softdrinks/ kape/ tsaa/ salabat
8. Tubig
9.  uban pa _______
10. Wala nako nakahinumdum",,,
Done,,lasttime-stomach,116,Question,,Kailan huling sumakit ang tiyan mo?,,Kailan mo huling naramdamang masakit ang tiyan mo?,Kanus a katapusang nisakit ang imong tiyan?,,,
Done,,,,Reply,,"1. Kanina/Ngayon lang
2. Kahapon
3. 2 - 4 na araw lumipas
4. 5 - 7 na araw lumipas
5. Higit sa 1 linggo
6. Hindi ko maalala",,"1. Kanina / Ngayon lang
2. Kahapon pa
3. Nakaraang 2 - 4 araw 
4. Nakaraang 5 - 7  araw 
5. Higit isang linggo na
6. Hindi matandaan","1. Karon lang
2. Gahapon pa
3. 2 - 4 ka adlaw na ang milabay
4. 5 - 7 ka adlaw na ang milabay
5. Lapas na sa usa ka semana
6. Wala nako nakahinumdum",,,
Done,,painintensity-stomach,117,Question,,"Mula 0 hanggang 10, paano mo ire-rate ang iyong nararamdamang sakit?",,Gaano katindi ang sakit kung 10 ang pinakamasakit?,"Unsa ang kasakit nga imong nabati kung mag score tag 0 hangtod sa 10, 10 ang pinakasakit?",,,
Done,,,,Reply,,"1. 0
2. 1
3. 2
4. 3
5. 4
6. 5
7. 6
8. 7
9. 8
10. 9
11. 10
12. Hindi ko maalala",,"1. 1
2. 2
3. 3
4. 4
5. 5
6. 6
7. 7
8. 8
9. 9
10. 10","1. 1
2. 2
3. 3
4. 4
5. 5
6. 6
7. 7
8. 8
9. 9
10. 10",,,
Done,,poopcolor-stomach,118,Question,,Anong kadalasang kulay ng iyong dinudumi?,,Ano ang kadalasang kulay ng dumi mo?,Unsay kasagarang kolor sa imong tae?,,,
Done,,,,Reply,,"1. Dilaw
2. Kayumanggi
3. Maputla
4. Maitim
5. Hindi ko maalala",,"1. Kulay dlaw
2. Kulay berde  
3. Maitim
4. Mala-tsokolate
5. Hindi sigurado","1. Yellow
2. Green  
3. Itom
4. Murag-tsokolate
5. Wala ko kahibalo",,,
Done,,poopform-stomach,119,Question,,Ano ang kadalasang itsura nito?,,Ano ang kadalasang itsura ng dumi mo?,Unsa ang kasagarang porma sa imong tae?,,,
Done,,,,Reply,,"1. Buo
2. Malambot
3. Matubig
4. Hindi ko maalala",,"1. Buo na matigas
2. Buo na malambot
3. Matubig
4. Hindi sigurado ","1. tibook na gahi
2. tibook na humok
3. Tubigon
4. Wala ko kahibalo ",,,
Done,,pooptimes-stomach,120,Question,,Ilang beses ka dumudumi sa isang araw?,,Ilang beses kang dumudumi sa loob ng isang araw?,Kapila ka mopagawas ug hugaw sa sulod sa usa ka adlaw?,,,
Done,,,,Reply,,"1. 1 to 3
2. 4 to 7
3. 8 pataas
4. 0
5. Hindi ko maalala",,"1. 1 - 3 beses
2. 4 - 7 beses
3. 8 beses - pataas
4. 0
5. Hindi matandaan","1. ka 1 hangtod ka 3
2. ka 4 hangtod ka 7
3. ka 8 - pataas
4. 0
5. Wala nako nakahinumdum",,,
Done,,recurring-stomach,121,Question,,Paulit-ulit ba itong nangyayari sa iyo?,,Palagi mo ba itong nararanasan o nararamdaman?,Permi bani nimo mabati?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Dili
3. Wala nako nakahinumdum",,,
Done,,vomit-stomach,122,Question,,Nagsuka ka ba?,,Nagsuka ka ba nang sumakit ang tiyan mo?,Nagsuka baka pagsakit sa imong tiyan?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. wala nako nakahinumdum",,,
Done,,vomittimes-stomach,123,Question,,Mga ilang beses?,,"Kung oo, ilang beses kang nagsuka?","Kung oo, kapila ka nisuka?",,,
Done,,,,Reply,,"1. 1 to 3
2. 4 to 7
3. 8 pataas
4. 0
5. Hindi ko maalala",,"1. 1 - 3 beses
2. 4 - 7 beses
3. 8 beses - pataas
4. hindi matandaan
","1. ka 1 hangtod 3 
2. ka 4 hangtod 7
3. ka 8 ug pataas
4. Wala nako nakahinumdum
",,,
Done,gu-module,confirmation-uti,124,Question,Did the exam confirmed that you have UTI?,,,Alam mo ba ang resulta galing sa laboratoryo kung may UTI ka?,Nakadawat baka sa resulta gikan sa laboratoryo nga nag ingon nga aduna kay UTI?,,,
Done,,,,Reply,"1. Yes
2. No
3. I don't remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo, may UTI.
2. Walang UTI.
3. Hindi alam/ hindi sigurado","1. Oo, naay UTI.
2. Walay UTI.
3. Wala ko kahibalo",,,
No Key,,days-inbetween,125,Question,How long it took to get the results?,,,Gaano katagal bago lumabas ang resulta ng eksamen galing sa laboratoryo?,Pila ka adlaw usa nigawas ang resulta sa imong examinasyon gikan sa laboratoryo?,,,
No Key,,,,Reply,"1. 1 - 3 days
2. 2 - 3 days
3. I don't know","1. 1 - 3 araw
2. 2 - 3 araw
3. Hindi ko alam",,"1. 1 - 2 araw
2. 3 - 5 araw
3. Hindi alam","1. 1 - 2 adlaw
2. 3 - 5 adlaw
3. Wala ko kahibalo",,,
No Key,,hospital-stay-count,126,Question,How many days did you stay in the hospital?,,,Gaano katagal kang naospital?,Pila ka adlaw ka naospital?,,,
No Key,,,,Reply,"1. 1 - 3 days
2. 2 - 3 days
3. I don't know","1. 1 - 3 araw
2. 2 - 3 araw
3. Hindi ko alam",,"1. 1 - 2 araw
2. 3 - 5 araw
3. Hindi alam/ jhindi sigurado","1. 1 - 2 adlaw
2. 3 - 5 adlaw
3. Wala ko kahibalo",,,
Done,,last-pee-blood,127,Question,When was the last time your pee has blood?,Kailan yung huling beses na may dugo ang iyong ihi?,,Kailan  ka huling beses umihi na may dugo?,Kanus a ka katapusang nangihi nga adunay sagol na dugo?,,,
Done,,,,Reply,"1. Yesterday
2. Last week
3. Last month
4. Last year
5. I forgot
6. I don't know","1. Kahapon
2. Nakaraang linggo
3. Nakaraang buwan
4. Nakaraang taon
5. Hindi ko maalala
6. Hindi ko alam",,"1. Kahapon
2. Nakaraang 1-3 araw 
3. Nakaraang linggo
4. Nakaraang buwan
5. Nakaraang taon
6. Hindi matandaan","1. gahapon
2. sa milabay na 1-3 adlaw 
3. sa miaging semana
4. sa miaging buwan
5. sa miaging tuig
6. Wala nako nakahinumdum",,,
Done,,medicine-prescribed,128,Question,What are the medicines that got prescibe to you?,,,Ano ang niresetang gamot sa iyo?,Unsa ang gireseta nga tambal nimo?,,,
Done,,,,Reply,"1. None
2. I forgot
3. I don't know","1. Wala
2. Hindi ko maalala
3. Hindi ko alam",,"1. Niresetang gamot ay ___________
2. Walang niresetang gamot
3. Hindi matandaan/ hindi alam","1. Ang giresitang tambal kay _________.
2. Walay giresita nga tambal.
3. Wala nako nakahinumdum.",accepts any answer,,
Done,,pee-urine-amount,129,Question,"Are you having trouble urinating, is something coming out?",May ihi ba na lumalabas?,,"Hindi ka ba nahihirapang umihi, may lumalabas ba?","Wala baka galisod ug pangihi, aduna rabay mogawas na ihi?",,,
Done,,,,Reply,"1. There is urine coming out
2. Nothing comes out
3. A little bit comes out but not all","1. Meron
2. Wala
3. Hindi ko alam",,"1. Merong lumalabas na ihi.
2. Walang lumalabas kahit ihing-ihi na
3. Medyo may lumalabas pero hindi lahat","1. Wala ra, naa ray mogawas nga ihi
2. Galisod kay walay mogawas na ihi
3. Adunay mogawas na ihi pero dili tanan",,,
Done,,rushed-hospital,130,Question,Were you rushed to the emergency room because of it?,Nasugo ka ba sa emergency room dahil dun?,,Naranasan mo bang dalhin sa ospital dahil sa problema sa pag-ihi?,Nakasuway baka nga nadala ka sa ospital tungod sa imong problema sa pag ihi?,,,
Done,,,,Reply,"1. Yes
2. No
3. I don't know","1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdom",,,
Done,,urgency-to-pee,131,Question,Do you have the urge to urinate all the time?,Napapadalas ba ang iyong pagihi?,,Pakiramdam mo ba para ka laging naiihi?,Permi ka bang bation ug kaihion?,,,
Done,,,,Reply,"1. Yes
2. No
3. I don't know","1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Medyo","1. Oo
2. Dili
3. Mura",,,
Done,,urinalysis-test-count,132,Question,How many urinalysis tests did the hospital perform?,,,Ilang beses ng naeksamen sa laboratoryo ang ihi mo? ,Kapila na naeksamen sa laboratoryo ang imong ihi?,,,
Done,,,,Reply,"1. 1 - 3 times
2. 2 - 3 times
3. I don't know","1. 1 - 3 beses
2. 2 - 3 beses
3. Hindi ko alam",,"1. 1 - 2 beses
2. 3 - 5 beses
3. Hindi alam","1. ka 1 - 2 
2. ka 3 - 5 
3. Wala ko kahibalo",,,
Done,,urine-color,133,Question,What is the color of your urine?,Ano ang kulay kadalasan ng iyong ihi?,,Anong kadalasang kulay ng ihi mo?,Unsay kasagarang kolor sa imong ihi?,,,
Done,,,,Reply,"1. White
2. Yellowish
3. Orange
4. Brownish
5. Bloody
6. I don't know","1. Puti
2. Yellowish
3. Orange
4. Brownish
5. Bloody
6. Hindi ko alam",,"1. Malinaw na puti
2. Manilaw-nilaw
3. Sobrang madilaw
4. Mala-tsokolate
5. Mapula parang dugo
6. Hindi alam","1. tin aw nga puti
2. yellow yellow
3. yellow kaayo
4. murag chocolate
5. puwa murag dugo
6. Wala ko kahibalo",,,
No Key,,urine-comingout,134,Question,,Meron bang lumalabas na ihi?,,May kasama bang lumalabas ng ihi mo?,Aduna bay laing mogawas kauban sa imong ihi?,,,
No Key,,,,Reply,"1. Yesterday
2. Last week
3. Last month
4. Last year
5. I forgot
6. I don't know","1. Meron
2. Wala
3. Hindi ko maalala
4. Hindi ko alam",,"1. Oo, meron.
2. Wala
3. Minsan 
4. Hindi sigurado/ hindi alam","1. Oo, naa
2. Wala
3. Usahay
4. Wala ko kahibalo",,,
Done,,urine-hardtopee,135,Question,Do you have a hard time peeing?,Nahihirapan ka bang umihi?,,Nasasaktan o nahiirapan ka bang umihi?,Masakitan o maglisod baka ug pangihi?,,,
Done,,,,Reply,"1. Yes
2. No
3. Sometimes","1. Oo
2. Hindi
3. Minsan",,"1. Oo
2. Hindi
3. Medyo","1. Oo
2. Dili
3. Medyo",,,
Done,,urine-interventionmeds,136,Question,,Anu-anong gamot ang ininom mo para dito?,,May ininom ka bang gamot para sa problema sa pag-ihi?,Aduna bakay giinum na tambal para sa problema nimo sa pag ihi?,,,
Done,,,,Reply,,"1. Gamot 1
2. Wala",,"1. Oo, uminom ako ng _____________
2. Wala akong ininom kahit na ano.","1. Oo, moinum ko ug _____________
2. Wala koy giinum na tambal.",accepts any answer,,
Done,,urine-pain,137,Question,Do you feel pain while peeing?,May nararamdaman ka bang sakit habang umiihi?,,Nasasaktan o nahiirapan ka bang umihi?,Masakitan or maglisod baka ug pangihi?,,,
Done,,,,Reply,"1. Yes
2. No
3. I don't know","1. Meron
2. Wala
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Medyo""","1. Oo
2. Dili
3. Medyo",,,
Done,,urine-pain-duration,138,Question,How long you've been experiencing pain while peeing?,Ilang araw na masakit umihi?,,Ilang araw mo nang nararamdaman ang problema sa pag-ihi?,Pila ka adlaw na nimo nabati ang problema sa pag ihi?,,,
Done,,,,Reply,"1. 1 - 3 days
2. 4 - 7 days
3. I don't know","1. 1 - 3 araw
2. 2 - 3 araw
3. Hindi ko alam",,"1. 1 - 3 araw
2. 4 - 7 araw
3. Hindi matandaan","1. 1 - 3 araw
2. 4 - 7 araw
3. Wala nako nakahinumdum",,,
Done,,urine-pain-lasttime,139,Question,When was the last time it hurts to pee?,Kailan yung huling beses na masakit umihi?,,Kailan mo huling naramdamang masakit/ mahirap umihi?,Kanus a nimo katapusang nabati ang kalisod o kasakit sa pag ihi?,,,
Done,,,,Reply,"1. Yesterday
2. Last week
3. Last month
4. Last year
5. More than a year ago
6. I don't know","1. Kahapon
2. Nakaraang linggo
3. Nakaraaang buwan
4. Nakaraang taon
5. Hindi ko maalala
6. Hindi ko alam",,"1. Kahapon 
2. Nakaraang linggo 
3. Nakaraang buwan 
4. Nakaraang taon 
5. Lagpas isang taon 
6. Hindi sigurado/ hindi matandaan","1. Gahapon 
2. atong miaging semana
3. atong miaging buwan
4. atong miaging tuig
5. Lapas na sa usa ka tuig 
6. Wala  nako nakahinumdum",,,
Done,,urine-painintensity,140,Question,,,,Gaano kasakit umihi kung 10 ang pinakamasakit?,"Unsa ang kasakit nga imong nabati sa pag ihi kung mag score tag 1 hangtod sa 10, 10 ang pinakasakit?",,,
Done,,,,Reply,,,,"1. 1
2. 2
3. 3
4. 4
5. 5
6. 6
7. 7
8. 8
9. 9
10. 10","1. 1
2. 2
3. 3
4. 4
5. 5
6. 6
7. 7
8. 8
9. 9
10. 10",,,
Done,,urine-times,141,Question,How many times do you urinate every day?,Ilang beses ka umiihi sa isang araw?,,Ilang beses kang umihi sa loob ng isang araw?,Kapila ka mangihi sa sulod sa usa ka adlaw?,,,
Done,,,,Reply,"1. 1 - 2 times
2. 3 - 5 times
3. I don't know","1. 1 - 3 beses
2. 2 - 3 beses
3. Hindi ko alam",,"1. 1 - 2 beses
2. 3 - 5 beses
3. Hindi sigurado/ hindi alam","1.  ka 1 hangtod  2 
2. ka 3 hangtod 5
3. Wala ko kahibalo",,,
Done,,uti-causes,142,Question,,Bakit mo ito nararanasan?,,"Sa tingin mo, bakit ka may problema sa pag-ihi?","Sa imong tan aw, unsa kahay rason sa imong problema sa pag ihi?",,,
Done,,,,Reply,,"1. Food intake
2. Dehydration
3. Medication
4. Pre existing condition
5. Hindi ko alam",,"1. dahil sa kinain
2. dahil kulang sa pag-inom ng tubig
3. dahil sa gamot
4. dahil sa dating sakit
5. Hindi alam/ hindi sigurado","1. tungod sa kinaon
2. tungod kuwang ang pag inum sa tubig
3. tungod sa tambal
4. tungod sa karaang sakit
5. Wala ko kahibalo",accepts any answer,,
Done,,uti-duration,143,Question,How many days have you been experiencing this?,Nakakailang araw na?,,Ilang araw mo na itong nararanasan?,Pila ka adlaw nani nimo nabati?,,,
Done,,,,Reply,"1. 1 - 2 days
2. More than 3 days
3. I don't know","1. Isa
2. Dalawa
3. Tatlo",,"1. 1 - 2 araw 
2. lagpas 3 araw 
3. hindi sigurado/ hindi matandaan","1. 1 - 2 araw 
2. lapas na sa 3 ka adlaw 
3. Wala ko kahibalo",,,
Done,,uti-recurring,144,Question,,Paulit-ulit ba itong problema?,,Pabalik-balik ba ang problema mo sa pag-ihi kahit gumaling na?,Mobalik balik ba imong problema sa pag ihi bisan pa ug naayo na imong sakit?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Hindi alam/ hindi sigurado","1. Oo
2. Hindi
3. Wala ko kahibalo",,,
Done,,uti-when,145,Question,When did you first feel pain while urinating?,Kailan ito nagsimula?,,Kailan mo unang beses naramdamang masakit ang pag-ihi?,Kanus a nimo unang nabati ang kasakit sa imong pag ihi?,,,
Done,,,,Reply,,"1. Kahapon
2. Nakaraang linggo
3. Nakaraaang buwan
4. Nakaraang taon
5. Hindi ko maalala
6. Hindi ko alam",,"1. Kahapon
2. Nakaraang linggo
3. Nakaraaang buwan
4. Nakaraang taon
5. Hindi alam/ hindi sigurado .","1. Gahapon
2. atong miaging semana
3. atong miaging buwan
4. atong miaging tuig
5. Wala ko kahibalo",accepts any answer,,
Done,head-module,ache-duration,146,Question,How long have you experienced it?,Gaano katagal mong naranasan ito?,,Napansin mo ba kung gaano katagal ang nararamdaman mong sakit?,Napansin ba nimo kung unsa na kadugay ang imong nabati nga kasakit?,,,
Done,,,,Reply,"1. Less than a minute
2. 1 to 30 minutes
3. 31 to 60 minutes
4. 1 to 5 hours
5. More than 5 hours
6. I do not remember","1. Wala pang 1 minuto
2. 1 - 30 na minuto
3. 31 - 60 na minuto
4. 1 - 5 na oras
5. Higit sa 5 oras
6. Hindi ko maalala",,"1. Wala pang isang minuto
2. 1-30 minuto 
3. 31-60 minuto 
4. 1-5 oras
5. Lagpas 5 oras
6. Hindi matandaan","1. Wala pay usa ka minuto
2. 1-30 minuto
3. 31-60 minuto 
4. 1-5 oras
5. Lapas na sa 5 oras
6. Wala nako nakahinumdum",,,
Done,,"ache-fever-highest
temperature",147,Question,what was your highest recorded temperature?,Ano ang pinakamataas na naitala mong temperatura?,,"Nilagnat ka ba?  Kung oo, gaano kataas ang lagnat mo?","Gihilantan ka ba? Kung Oo, unsa kataas ang hilanat nimo?",,,
,,,,Reply,"1. 37.5 to 37.8
2. 37.9 to 38.2
3. 38.3 to 38.6
4. 38.7 to 39
5. More than 39
6. I do not remember","1. 37.5 - 37.8
2. 37.9 - 38.2
3. 38.3 - 38.6
4. 38.7 - 39
5. Higit sa 39
6. Hindi ko maalala",,"1. 37.5 - 37.8
2. 37.9 - 38.2
3. 38.3 - 38.6
4. 38.7 - 39
5. 40 - pataas
6. walang lagnat","1. 37.5 - 37.8
2. 37.9 - 38.2
3. 38.3 - 38.6
4. 38.7 - 39
5. 40 - pataas
6. wala ko hilanti",accepts any answer,,
Done,,ache-nauseous-count,148,Question,How many times?,Ilang beses?,,"Nakaramdam ka ba na parang masusuka? Kung oo, ilang beses mo itong naranasan?","Nakabati baka ug kasukaon? Kung oo, kapila nani nimo nabati?",,,
Done,,,,Reply,"1. 1 to 3 times
2. 4 to 6 times
3. More than 6 times
4. I do not remember","1. 1 - 3 beses
2. 4 - 6 beses
3. Higit sa 6 na beses
4. Hindi ko maalala",,"1. 1 - 3 beses
2. 4 - 6 beses
3. 7 beses at higit pa
4. Hindi ito naranasan","1. ka 1 hangtod 3
2. ka 4 hangtod 6 beses
3.  ka 7 pataas
4. Wala ko kasuway",,,
Done,,"ache-passedout-
duration",149,Question,How long have you experienced it?,Gaano katagal mong naranasan ito?,,"Hinimatay ka ba? Kung oo, gaano katagal ka nawalan ng malay?","Nakuyapan baka? Kung oo, unsa ka kadugay nakuyapan?",,,
Done,,,,Reply,"1. Less than a minute
2. 1 to 5 minutes
3. 6 to 10 minutes
4. More than 10 minutes
5. I do not remember","1. Wala pang isang minuto
2. 1 - 5 minuto
3. 6 - 10 minuto
4. Higit sa 10 minuto
5. Hindi ko maalala",,"1. Wala pang isang minuto
2. 1 - 5 minuto
3. 6 - 10 minuto
4. lapgas 10 minuto
5. Hindi ito naranasan","1. Wala pay usa ka minuto
2. 1 - 5 minuto
3. 6 - 10 minuto
4. lapas na sa 10 minuto
5. Wala ko kasuway",,,
